p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-57984-1	5.15556297834786e-08	0.0667680418333252	0.304	0.032	0.0171996798745854	Mast	Peak-57984-1
Peak-86671-1	5.36103546465883e-08	0.0500990219610571	0.304	0.032	0.0178851648550669	Mast	Peak-86671-1
Peak-14011-3	5.46142364135706e-08	0.0880440562964449	0.565	0.119	0.0182200738668769	Mast	Peak-14011-3
Peak-85010-1	5.56041247079301e-08	0.0775456524583009	0.348	0.044	0.0185503144603114	Mast	Peak-85010-1
Peak-32498-1	5.62158925720409e-08	0.0855913504712358	0.565	0.111	0.0187544087845289	Mast	Peak-32498-1
Peak-51638-4	5.94710091867109e-08	0.102863965296708	0.435	0.075	0.0198403612588154	Mast	Peak-51638-4
Peak-8107-6	5.94710091867109e-08	0.0893666560876064	0.435	0.075	0.0198403612588154	Mast	Peak-8107-6
Peak-68165-3	5.96221332460211e-08	0.0658057989875164	0.348	0.044	0.0198907783607381	Mast	Peak-68165-3
Peak-9455-3	6.02020841301011e-08	0.0823928548388475	0.478	0.087	0.0200842580949795	Mast	Peak-9455-3
Peak-10642-8	6.27934963796776e-08	0.0856821376932446	0.565	0.115	0.0209487895012098	Mast	Peak-10642-8
Peak-7179-1	6.30447198663736e-08	0.092851485239253	0.652	0.147	0.0210326011735004	Mast	Peak-7179-1
Peak-36223-1	6.3920846547123e-08	0.0597053235129637	0.348	0.044	0.0213248892999719	Mast	Peak-36223-1
Peak-9400-2	6.3920846547123e-08	0.0523750818267897	0.348	0.044	0.0213248892999719	Mast	Peak-9400-2
Peak-65478-2	6.46526297404539e-08	0.102541373602231	0.609	0.135	0.0215690224182318	Mast	Peak-65478-2
Peak-181346-1	6.48073256134808e-08	0.0518762215968406	0.261	0.024	0.0216206311272158	Mast	Peak-181346-1
Peak-64953-1	6.48188746593655e-08	0.0938975786608129	0.435	0.075	0.0216244840506096	Mast	Peak-64953-1
Peak-21831-2	6.70227518248568e-08	0.0770578393853227	0.435	0.071	0.0223597283272978	Mast	Peak-21831-2
Peak-33308-1	6.7419149989385e-08	0.0977576409097742	0.652	0.147	0.0224919723045587	Mast	Peak-33308-1
Peak-26157-1	6.90504483601363e-08	0.161594500094109	0.522	0.111	0.0230361962792185	Mast	Peak-26157-1
Peak-38957-1	7.0169067855186e-08	0.101668137356099	0.391	0.06	0.02340938340344	Mast	Peak-38957-1
Peak-30541-13	7.19018307001905e-08	0.0768477321141872	0.478	0.091	0.0239874573472133	Mast	Peak-30541-13
Peak-41290-1	7.24912840061947e-08	0.0753193641173759	0.522	0.103	0.0241841072224426	Mast	Peak-41290-1
Peak-50049-1	7.86963601391704e-08	0.061958541961673	0.348	0.044	0.0262542074914692	Mast	Peak-50049-1
Peak-16569-8	7.86963601391704e-08	0.0530162654321027	0.348	0.044	0.0262542074914692	Mast	Peak-16569-8
Peak-11918-1	8.0101249898175e-08	0.0777013895117972	0.565	0.115	0.0267228983835297	Mast	Peak-11918-1
Peak-45009-2	8.43337370100437e-08	0.0862902454561778	0.565	0.119	0.0281349153388687	Mast	Peak-45009-2
Peak-12870-4	8.78279139937939e-08	0.0772870766622988	0.478	0.087	0.0293006216991255	Mast	Peak-12870-4
Peak-125237-1	9.03307041707107e-08	0.0537377931625473	0.348	0.044	0.0301355875412075	Mast	Peak-125237-1
Peak-87979-1	9.079498646007e-08	0.0727045355197252	0.348	0.048	0.0302904786128898	Mast	Peak-87979-1
Peak-95345-3	9.1185352093661e-08	0.0508584240211548	0.304	0.036	0.0304207100533746	Mast	Peak-95345-3
Peak-64804-1	9.21466731886804e-08	0.0725993370775427	0.435	0.071	0.0307414202291684	Mast	Peak-64804-1
Peak-7957-2	9.4815016169364e-08	0.113299171451282	0.826	0.23	0.0316316168043262	Mast	Peak-7957-2
Peak-71913-2	9.53547454232138e-08	0.084266973102916	0.261	0.024	0.03181167803962	Mast	Peak-71913-2
Peak-20113-2	9.86500548914821e-08	0.0698671714007216	0.391	0.06	0.0329110394125669	Mast	Peak-20113-2
Peak-138083-1	9.95064966512359e-08	0.0761863311893156	0.261	0.024	0.0331967603738054	Mast	Peak-138083-1
Peak-28819-1	1.00448870653697e-07	0.073151797787219	0.435	0.071	0.0335111495342625	Mast	Peak-28819-1
Peak-23021-2	1.08185892483578e-07	0.0601310751990728	0.391	0.06	0.0360923283350165	Mast	Peak-23021-2
Peak-52785-1	1.1155833188764e-07	0.0754865645105901	0.391	0.06	0.0372174213343631	Mast	Peak-52785-1
Peak-42903-2	1.17933058188568e-07	0.065756464551629	0.261	0.024	0.0393441192745208	Mast	Peak-42903-2
Peak-65581-3	1.24310338766974e-07	0.100787234436716	0.565	0.127	0.0414716693574052	Mast	Peak-65581-3
Peak-106025-1	1.28666529252392e-07	0.107798305683987	0.391	0.063	0.0429249554900073	Mast	Peak-106025-1
Peak-41530-1	1.37015531597951e-07	0.0792714517170864	0.304	0.036	0.0457102995585187	Mast	Peak-41530-1
Peak-125640-1	1.381822685486e-07	0.0574538645919255	0.391	0.06	0.0460995393395727	Mast	Peak-125640-1
Peak-123838-1	1.40066897258805e-07	0.0562027471703987	0.348	0.048	0.046728277862099	Mast	Peak-123838-1
Peak-40091-2	1.40886835322979e-07	0.0946355991083756	0.522	0.111	0.0470018206794404	Mast	Peak-40091-2
Peak-42838-2	1.424551576865e-07	0.0822440687250339	0.391	0.06	0.0475250349764241	Mast	Peak-42838-2
Peak-55468-1	1.49646575253801e-07	0.0590236516308994	0.348	0.048	0.0499241925567214	Mast	Peak-55468-1
Peak-77320-1	7.10653498345272e-19	0.15539104819349	0.523	0.06	2.37083956196959e-13	Pre-B	Peak-77320-1
Peak-59134-1	1.86951782445544e-16	0.173495998729014	0.533	0.089	6.23697319487877e-11	Pre-B	Peak-59134-1
Peak-14587-1	2.05972408409153e-16	0.240883143595488	0.626	0.185	6.87152790590111e-11	Pre-B	Peak-14587-1
Peak-62202-1	2.38986560729604e-15	0.206938959531369	0.523	0.107	7.9729262471246e-10	Pre-B	Peak-62202-1
Peak-46717-1	3.65921253038551e-15	0.281407779909604	0.607	0.179	1.22076452911203e-09	Pre-B	Peak-46717-1
Peak-93122-1	6.98731899352861e-15	0.196580190995832	0.477	0.077	2.33106743870705e-09	Pre-B	Peak-93122-1
Peak-7550-1	5.43743630071285e-14	0.17151455820439	0.551	0.149	1.81400487402602e-08	Pre-B	Peak-7550-1
Peak-60693-3	1.21032270128047e-13	0.194301436295626	0.533	0.131	4.03780597664984e-08	Pre-B	Peak-60693-3
Peak-38619-1	1.35201885490969e-13	0.176626717074519	0.533	0.143	4.5105241826184e-08	Pre-B	Peak-38619-1
Peak-46768-2	1.6251122651003e-13	0.179186094424582	0.523	0.125	5.4216020320917e-08	Pre-B	Peak-46768-2
Peak-25643-5	1.79505672608008e-13	0.160106103260483	0.477	0.101	5.9885605461448e-08	Pre-B	Peak-25643-5
Peak-13698-3	1.89423293499489e-13	0.21358097397702	0.579	0.208	6.31942626375385e-08	Pre-B	Peak-13698-3
Peak-59640-2	2.87550490816137e-13	0.201281445975282	0.486	0.107	9.59308694431349e-08	Pre-B	Peak-59640-2
Peak-36798-1	2.96672087718211e-13	0.15440923897236	0.542	0.125	9.89739618720231e-08	Pre-B	Peak-36798-1
Peak-10380-9	3.22995061081716e-13	0.0903777974410474	0.449	0.071	1.07755674307716e-07	Pre-B	Peak-10380-9
Peak-27923-1	3.4019286696525e-13	0.19140560654735	0.626	0.226	1.13493103119745e-07	Pre-B	Peak-27923-1
Peak-64603-1	5.16247009618557e-13	0.175700326181236	0.523	0.143	1.72227229866885e-07	Pre-B	Peak-64603-1
Peak-44863-2	6.10908131057497e-13	0.17793397384219	0.542	0.161	2.03807505234616e-07	Pre-B	Peak-44863-2
Peak-83696-1	6.28920344544039e-13	0.15601493546674	0.495	0.107	2.09816631824715e-07	Pre-B	Peak-83696-1
Peak-160012-1	6.59645649567586e-13	0.122199886078465	0.402	0.054	2.20067023734841e-07	Pre-B	Peak-160012-1
Peak-52471-4	1.46128881140168e-12	0.16209555090249	0.533	0.149	4.87506405526959e-07	Pre-B	Peak-52471-4
Peak-14873-11	1.90077732482395e-12	0.23066955856489	0.71	0.363	6.34125926443819e-07	Pre-B	Peak-14873-11
Peak-67164-1	1.99555428928626e-12	0.135862473466898	0.495	0.119	6.65744848665945e-07	Pre-B	Peak-67164-1
Peak-10211-8	2.12736028420213e-12	0.25190721515522	0.617	0.256	7.09717173853809e-07	Pre-B	Peak-10211-8
Peak-21672-11	2.82166205106966e-12	0.136013226906003	0.402	0.065	9.41345963505555e-07	Pre-B	Peak-21672-11
Peak-55467-1	3.19925917029433e-12	0.141803737204966	0.449	0.083	1.06731764883857e-06	Pre-B	Peak-55467-1
Peak-57661-1	3.32756173586714e-12	0.210316752411334	0.579	0.196	1.11012118094958e-06	Pre-B	Peak-57661-1
Peak-52775-1	3.36901120259757e-12	0.237978221639165	0.607	0.244	1.12394930334338e-06	Pre-B	Peak-52775-1
Peak-89317-1	3.80928902334871e-12	0.155883999700062	0.421	0.077	1.27083214823546e-06	Pre-B	Peak-89317-1
