p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RP11-22C11.2	1.54455890510524e-07	0.242681813169437	0.846	0.529	0.00376038311036922	Immune	RP11-22C11.2
TMEM40	1.69882042543071e-07	0.251436780591116	0.846	0.466	0.0041359482077536	Immune	TMEM40
RP11-2N1.3	1.69914099000536e-07	0.108411399388895	0.692	0.269	0.00413672865426705	Immune	RP11-2N1.3
FGD3	1.69963660559892e-07	0.275373979300487	1	0.969	0.00413793527999113	Immune	FGD3
FEZ2	1.72734876475823e-07	0.253805860338265	0.962	0.839	0.00420540330268038	Immune	FEZ2
REL	1.76200274538682e-07	0.2527301140457	0.885	0.493	0.00428977188391875	Immune	REL
RP11-280G9.1	1.76783440621597e-07	0.210542874483292	0.731	0.305	0.00430396964537339	Immune	RP11-280G9.1
SERPINB11	1.77940667529072e-07	0.115794325761257	0.615	0.157	0.00433214349166278	Immune	SERPINB11
RN7SKP192	1.79980697499676e-07	0.0689336872495588	0.462	0.081	0.00438181006132712	Immune	RN7SKP192
BUB1B-PAK6	1.8659326675816e-07	0.276938484792487	1	0.973	0.00454279967249417	Immune	BUB1B-PAK6
AC005722.4	1.88839905524128e-07	0.0706990208765448	0.462	0.085	0.00459749633989042	Immune	AC005722.4
LINC00511	1.92507434324215e-07	0.396089152315028	1	1	0.00468678599605733	Immune	LINC00511
RP11-404F10.2	2.01386860528053e-07	0.15114174714899	0.769	0.283	0.00490296450641598	Immune	RP11-404F10.2
ACSL5	2.02066084097266e-07	0.49683097687853	0.885	0.587	0.00491950088343203	Immune	ACSL5
IRAK2	2.06502474891278e-07	0.304903756880443	1	0.91	0.00502750925370304	Immune	IRAK2
RP1-7G5.6	2.23948446387297e-07	0.0934686575672265	0.462	0.09	0.00545224887574514	Immune	RP1-7G5.6
MAST4	2.24688583027634e-07	0.517498699570351	1	1	0.00547026824239078	Immune	MAST4
