SD-5_cell46	243150	11384	3	0	14953	7403	3	0
SD-5_cell47	1860297	11369	1	0	28228	7058	1	0
SD-5_cell48	1241332	6574	0	0	23168	4439	0	0
SD-5_cell49	1344297	4538	0	0	20475	3440	0	0
SD-5_cell50	686014	3477	0	0	9678	2556	0	0
SD-5_cell51	303228	1889	1	1	12007	1492	1	1
SD-5_cell52	1	0	0	0	1	0	0	0
SD-5_cell53	1957522	6042	0	0	22983	4551	0	0
SD-5_cell54	1271191	6230	1	1	20746	4708	1	1
SD-5_cell55	1047497	6235	0	0	14560	4621	0	0
SD-5_cell56	1387505	3906	0	1	19015	2998	0	1
SD-5_cell57	1296040	8842	0	0	26114	5245	0	0
SD-5_cell58	209335	6281	0	1	8505	3755	0	1
SD-5_cell59	1001924	3464	1	0	22630	2218	1	0
SD-5_cell60	5	0	0	0	3	0	0	0
SD-5_cell61	2939827	12145	8	0	54910	6778	2	0
SD-5_cell62	1937587	9949	1	3	33021	6479	1	2
SD-5_cell63	1612975	12234	0	5	26902	7073	0	4
SD-5_cell64	740365	7376	8	0	18017	4694	1	0
SD-5_cell65	1614445	10467	0	0	25440	6761	0	0
SD-5_cell66	1080981	7871	0	0	16228	4933	0	0
SD-5_cell67	42789	4426	1	3	4306	3111	1	3
SD-5_cell68	7	0	2	0	7	0	2	0
SD-5_cell69	2355329	14189	0	1	35504	8840	0	1
SD-5_cell70	1114498	14264	2	0	22039	9265	1	0
SD-5_cell71	4430488	13541	0	4	50267	8106	0	3
SD-5_cell72	1097169	8619	0	0	19389	5837	0	0
SD-5_cell73	1451839	5006	0	1	20403	3661	0	1
SD-5_cell74	158884	4159	0	0	4661	2911	0	0
SD-5_cell75	715359	2082	1	3	12922	1583	1	3
SD-5_cell76	961	0	0	0	5	0	0	0
SD-5_cell77	1059190	6452	0	0	17073	4657	0	0
SD-5_cell78	98726	7191	0	1	7622	5206	0	1
SD-5_cell79	2107530	7243	0	0	25826	5090	0	0
SD-5_cell80	2126052	4426	0	1	33348	3162	0	1
SD-5_cell81	996467	10553	0	0	20709	4252	0	0
SD-5_cell82	466543	7157	1	0	11126	2988	1	0
SD-5_cell83	906882	3676	0	0	21348	1840	0	0
SD-5_cell84	0	0	0	0	0	0	0	0
SD-5_cell85	699184	18385	0	0	20834	7132	0	0
SD-5_cell86	1408196	19969	1	4	33318	8358	1	4
SD-5_cell87	857678	8209	0	0	16478	4371	0	0
SD-5_cell88	921698	4625	1	0	19558	2671	1	0
SD-5_cell89	1152471	4036	0	0	20439	3068	0	0
SD-5_cell90	702990	2974	0	0	13563	2268	0	0
SD-5_cell91	408176	1630	0	3	11295	1273	0	2
SD-5_cell92	4	0	0	0	4	0	0	0
SD-5_cell93	2078268	5557	0	0	41017	4084	0	0
SD-5_cell94	2360633	5497	0	6	55525	4108	0	5
SD-5_cell95	596014	5603	0	0	13855	4204	0	0
SD-5_cell96	300908	3289	0	1	8722	2606	0	1
SD-6_cell1	877065	4116	0	0	14380	3062	0	0
SD-6_cell2	836496	2979	0	1	10525	2215	0	1
SD-6_cell3	89867	3226	0	3	4166	2485	0	3
