p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-19457-2	4.40502990176194e-15	0.206503153690123	0.846	0.188	1.46957964564641e-09	Immune	Peak-19457-2
Peak-64089-1	4.41233556743097e-15	0.108983844468101	0.538	0.049	1.47201691799292e-09	Immune	Peak-64089-1
Peak-24745-1	4.41233556743097e-15	0.104546128500065	0.538	0.049	1.47201691799292e-09	Immune	Peak-24745-1
Peak-74341-1	4.65763903399296e-15	0.118379650580758	0.577	0.063	1.55385358868653e-09	Immune	Peak-74341-1
Peak-208375-1	4.65965346934731e-15	0.0518420557711441	0.423	0.022	1.55452563252283e-09	Immune	Peak-208375-1
Peak-16609-1	4.85306067480859e-15	0.112381835156301	0.577	0.063	1.61904898396559e-09	Immune	Peak-16609-1
Peak-60901-1	4.85933655071443e-15	0.119905853101659	0.615	0.072	1.62114270403004e-09	Immune	Peak-60901-1
Peak-63060-1	4.90973540053674e-15	0.0886121996011189	0.5	0.04	1.63795646591466e-09	Immune	Peak-63060-1
Peak-57870-1	5.01874309188349e-15	0.152424693857019	0.654	0.09	1.67432295785562e-09	Immune	Peak-57870-1
Peak-35481-1	5.03750031623551e-15	0.118143534182316	0.654	0.085	1.68058063050059e-09	Immune	Peak-35481-1
Peak-77536-1	5.18938949108062e-15	0.0817464510279676	0.423	0.022	1.73125298567737e-09	Immune	Peak-77536-1
Peak-64432-1	5.48904654776104e-15	0.112320518040619	0.577	0.063	1.83122277498475e-09	Immune	Peak-64432-1
Peak-81829-1	5.55500932214141e-15	0.0854759793642153	0.577	0.058	1.85322887999688e-09	Immune	Peak-81829-1
Peak-66832-1	5.64360202950007e-15	0.0908577684447194	0.5	0.04	1.88278464746964e-09	Immune	Peak-66832-1
Peak-104378-1	6.43289264344998e-15	0.0525395387366484	0.423	0.022	2.14610304635192e-09	Immune	Peak-104378-1
Peak-34285-1	6.76298741860591e-15	0.11173045518976	0.692	0.099	2.25622728467079e-09	Immune	Peak-34285-1
Peak-96015-1	6.96479399417065e-15	0.0996347220083094	0.462	0.031	2.32355278357125e-09	Immune	Peak-96015-1
Peak-53136-2	7.26202732545155e-15	0.165404974330931	0.692	0.099	2.42271398415319e-09	Immune	Peak-53136-2
Peak-27816-1	8.17633645272652e-15	0.18510286310286	0.769	0.152	2.72774030933991e-09	Immune	Peak-27816-1
Peak-75391-2	8.96178407925652e-15	0.0994613932645491	0.577	0.063	2.98977663381709e-09	Immune	Peak-75391-2
Peak-83517-1	9.36346406481237e-15	0.0895090429714798	0.462	0.031	3.12378270051831e-09	Immune	Peak-83517-1
Peak-34410-2	9.38119577897965e-15	0.0614193190112401	0.5	0.04	3.12969824860852e-09	Immune	Peak-34410-2
Peak-67116-1	1.07681910595422e-14	0.0750533780069992	0.5	0.04	3.5924192921381e-09	Immune	Peak-67116-1
Peak-44648-1	1.09376188488207e-14	0.119997722110447	0.577	0.067	3.64894277463048e-09	Immune	Peak-44648-1
Peak-66032-1	1.18775257370091e-14	0.146045004996649	0.615	0.076	3.96250887122655e-09	Immune	Peak-66032-1
Peak-63863-2	1.37411992307333e-14	0.0995698501502206	0.5	0.045	4.58425644016185e-09	Immune	Peak-63863-2
Peak-74784-1	1.46230946151635e-14	0.132713754852828	0.654	0.094	4.87846908694315e-09	Immune	Peak-74784-1
Peak-69406-1	1.47084032273941e-14	0.117748947988489	0.538	0.054	4.90692923430387e-09	Immune	Peak-69406-1
Peak-77712-1	1.56317612727757e-14	0.190400714925022	0.615	0.085	5.21497440525581e-09	Immune	Peak-77712-1
Peak-10735-1	1.62514539915961e-14	0.0839475598603099	0.577	0.058	5.42171257195233e-09	Immune	Peak-10735-1
Peak-74657-2	1.68990646357537e-14	0.0700028879737387	0.385	0.018	5.63776454939234e-09	Immune	Peak-74657-2
Peak-35286-1	1.81726951488248e-14	0.0859404591064855	0.538	0.054	6.06266551938003e-09	Immune	Peak-35286-1
Peak-139357-1	1.8577898348923e-14	0.0608416893229549	0.462	0.031	6.19784697977759e-09	Immune	Peak-139357-1
Peak-97045-1	1.89077081137415e-14	0.0690768204034633	0.385	0.018	6.30787613465775e-09	Immune	Peak-97045-1
Peak-76443-1	1.97730153104792e-14	0.12346655945074	0.538	0.054	6.59655472979022e-09	Immune	Peak-76443-1
Peak-47496-1	2.02567396874475e-14	0.126664141638821	0.615	0.076	6.75793195408812e-09	Immune	Peak-47496-1
Peak-140486-1	2.16434295053933e-14	0.0752587935676243	0.423	0.027	7.22055109101229e-09	Immune	Peak-140486-1
Peak-77939-1	2.34648765780884e-14	0.082116659109511	0.577	0.058	7.82821133472240e-09	Immune	Peak-77939-1
Peak-40682-1	2.40648785824933e-14	0.171620560500461	0.654	0.103	8.02838040341991e-09	Immune	Peak-40682-1
Peak-50871-1	2.48469466936778e-14	0.101324951459879	0.615	0.072	8.28928927426464e-09	Immune	Peak-50871-1
Peak-109324-1	2.64505396694342e-14	0.0591561048928281	0.385	0.018	8.82427034127861e-09	Immune	Peak-109324-1
Peak-64470-2	2.72446490774132e-14	0.15553051071552	0.692	0.117	9.08919635731212e-09	Immune	Peak-64470-2
Peak-57931-1	2.88663560715598e-14	0.107739001303033	0.538	0.054	9.63022051445736e-09	Immune	Peak-57931-1
Peak-72819-1	2.947065482745e-14	0.126267501097673	0.577	0.067	9.83182303960492e-09	Immune	Peak-72819-1
Peak-93790-1	3.09219401373681e-14	0.0771520369618957	0.423	0.027	1.03159921369879e-08	Immune	Peak-93790-1
