mdid	size	TF	PPI	GO	KEGG	class	avgCor_Lung.Fibro-0	avgCor_Ovary.Granulosa-R-Al	avgCor_Pancreas.Fibro-PAMR1+SOX6+	avgCor_Small intestine.Fibro-COL14A1	avgCor_Small intestine.Fibro-COL6A5	avgCor_Small intestine.SM-Visceral	avgCor_Small intestine.T	avgCor_Stomach.Fibro-ADAM28	avgCor_Stomach.Fibro-FBLN1	avgCor_Stomach.Fibro-IRF1	avgExpr_Lung.Fibro-0	avgExpr_Ovary.Granulosa-R-Al	avgExpr_Pancreas.Fibro-PAMR1+SOX6+	avgExpr_Small intestine.Fibro-COL14A1	avgExpr_Small intestine.Fibro-COL6A5	avgExpr_Small intestine.SM-Visceral	avgExpr_Small intestine.T	avgExpr_Stomach.Fibro-ADAM28	avgExpr_Stomach.Fibro-FBLN1	avgExpr_Stomach.Fibro-IRF1
MD146	132	TRUE	TRUE	TRUE	TRUE	Immune	0.0194478293415234	0.0145294374146336	0.011550217498592	0.0144355550537779	0.0138135093221917	0.0130140203413732	0.250784279599862	0.0124431653311744	0.0135227690956999	0.0115243889614	85.3543208892066	47.4586500577115	61.847332404711	63.2288292358505	69.565064827101	64.1898118401053	147.619041024882	57.9159300892637	56.2053903322086	57.1733573208645
MD126	23	TRUE	FALSE	TRUE	FALSE	Immune	0.0395072763487581	0.0159905637616358	0.0117925417631575	0.0202427649557042	0.0154735425648121	0.0186801797599632	0.189400740577705	0.0154454658703343	0.0214808398090105	0.011167266878402	64.04245486662	72.9315033914936	78.0728797031183	93.4229883897022	86.3293544578538	80.9700997973992	89.2853151863489	80.0834716135493	92.2892210850753	79.8063587486269
MD154	22	TRUE	TRUE	TRUE	TRUE	Immune	0.0400668521032709	0.0311090392491712	0.0220614227581523	0.0128362035415054	0.023677309351809	0.0204964260743765	0.11146074108686	0.0184457407085363	0.0256726855491144	0.0104906679419965	49.9465720890885	70.8075823310123	44.1868214584323	45.1445276640168	48.5348611084548	50.282246691441	56.6018849452917	51.9615511834441	46.6865828950859	44.3392774713512
MD42	31	TRUE	TRUE	TRUE	TRUE	Immune	0.0244181419647542	0.101304089274735	0.0135650088067537	0.0196753605294776	0.0155882044854864	0.0197853437268343	0.0242324599280338	0.0176032186631406	0.0154332846612001	0.0160732803938354	140.065292702218	268.418923662128	152.288440193725	159.226409287721	260.883690704105	161.678439831187	801.156215618376	142.829147807395	123.856908999139	157.852001219852
MD51	48	TRUE	TRUE	TRUE	TRUE	Metabolism	0.230502893702662	0.270895332483559	0.364062005981532	0.251850725617846	0.278490209217718	0.327286987480075	0.0984516387006926	0.191030079453923	0.29887774136325	0.0729080753366224	595.194293337658	352.322633302406	701.715670056633	988.232371868719	837.606004567274	748.747682384652	657.532766709628	443.321517114153	969.606247378989	1326.69990380276
MD180	58	TRUE	TRUE	TRUE	TRUE	Metabolism	0.234781597556074	0.175087100431642	0.361867433191957	0.275539748107213	0.311237839140227	0.353506779778075	0.0859915532127208	0.208777159092734	0.292968208033835	0.0813894762503917	639.965275676799	348.4726346821	744.369177695064	1127.0075726915	949.52916100568	844.761852458439	875.477622954016	465.321029642541	994.455234965927	1467.54581359893
MD194	120	TRUE	TRUE	TRUE	TRUE	Metabolism	0.122321571755943	0.111162122179172	0.291357283753268	0.199215070552449	0.211708298183057	0.246411725459802	0.0574719909038308	0.111357781488088	0.256802906399905	0.0676543948199806	430.151308289381	303.606167675757	511.072335444876	718.498978448268	605.675479856573	543.357022635179	619.712036134441	335.998684888813	668.612482612802	932.354961351745
MD66	144	TRUE	TRUE	TRUE	TRUE	Metabolism	0.117321543152703	0.0975639969626157	0.278297829562481	0.181416682564474	0.198429676705308	0.223190255291749	0.0532330513052335	0.106167597344035	0.220002538078657	0.0614542080672825	431.673613605593	310.603351029541	499.61018711885	676.901868976298	593.787729599316	525.969109633925	587.456953358534	353.1818943189	642.43483056267	896.541297932406
MD84	132	TRUE	TRUE	TRUE	TRUE	Metabolism	0.125410012014119	0.102188684446312	0.228423392611117	0.20555985809973	0.199462823630229	0.250501089196776	0.0509298487370523	0.106598984411203	0.204971204422447	0.0597316634221723	438.280441004808	302.366380850719	495.002591638093	699.714261969436	602.649962786361	531.904747357983	615.020940958365	337.599174740598	634.37128434383	908.758880834307
MD98	148	TRUE	TRUE	TRUE	TRUE	Metabolism	0.116749191885295	0.0873200904759048	0.220191739641091	0.181306785436359	0.225878802223269	0.237270363635946	0.0493927380525785	0.0966882380604351	0.186857201249662	0.0640646575764178	347.101099730865	227.393484431823	416.042851074994	579.982481365223	526.561880821974	449.382114779451	592.262458531652	267.000185409169	505.003157266554	766.30278485169
