p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-60231-1	3.32526537183494e-14	0.167655158398101	0.696	0.129	1.10935508175934e-08	Erythrocyte-Prol	Peak-60231-1
Peak-13303-4	3.3496733973778e-14	0.145513903793482	0.739	0.142	1.1174979407928e-08	Erythrocyte-Prol	Peak-13303-4
Peak-13191-2	3.43339321074854e-14	0.159615952025541	0.826	0.175	1.14542804261066e-08	Erythrocyte-Prol	Peak-13191-2
Peak-55020-3	3.44746509005688e-14	0.115283214147189	0.565	0.074	1.15012261855423e-08	Erythrocyte-Prol	Peak-55020-3
Peak-50242-2	3.63278957053567e-14	0.228847433875676	0.87	0.243	1.21194945978469e-08	Erythrocyte-Prol	Peak-50242-2
Peak-40792-2	3.68919028051478e-14	0.326627156189524	0.87	0.262	1.23076552624366e-08	Erythrocyte-Prol	Peak-40792-2
Peak-115651-1	3.69447773916812e-14	0.198390041760406	0.652	0.117	1.23252949647483e-08	Erythrocyte-Prol	Peak-115651-1
Peak-61895-1	3.85502387309669e-14	0.213066711060701	0.783	0.175	1.28608993439928e-08	Erythrocyte-Prol	Peak-61895-1
Peak-52227-1	4.33288404665879e-14	0.245067046951536	0.783	0.194	1.44551077834203e-08	Erythrocyte-Prol	Peak-52227-1
Peak-35494-1	4.38920497544992e-14	0.236245244532781	0.87	0.265	1.46430022867975e-08	Erythrocyte-Prol	Peak-35494-1
Peak-90402-1	4.484632344982e-14	0.134297457759924	0.609	0.092	1.49613613513882e-08	Erythrocyte-Prol	Peak-90402-1
Peak-24231-2	4.5951873109336e-14	0.367890720366129	0.913	0.32	1.5330188195498e-08	Erythrocyte-Prol	Peak-24231-2
Peak-47671-1	4.73926977059751e-14	0.265857794513424	0.826	0.203	1.58108674524812e-08	Erythrocyte-Prol	Peak-47671-1
Peak-87071-1	4.75135673775359e-14	0.118476384916162	0.565	0.077	1.58511912670893e-08	Erythrocyte-Prol	Peak-87071-1
Peak-15556-7	4.92697636118985e-14	0.222796502651094	0.826	0.197	1.64370829176199e-08	Erythrocyte-Prol	Peak-15556-7
Peak-12746-17	4.97646049051403e-14	0.407736625597297	0.826	0.243	1.66021689008235e-08	Erythrocyte-Prol	Peak-12746-17
Peak-133-2	5.24200903468564e-14	0.267828445925952	0.826	0.218	1.74880760209762e-08	Erythrocyte-Prol	Peak-133-2
Peak-86348-1	6.08558513843139e-14	0.151707876301485	0.696	0.135	2.03023640037265e-08	Erythrocyte-Prol	Peak-86348-1
Peak-102527-1	6.22305846596602e-14	0.148490665921487	0.565	0.08	2.07609942706479e-08	Erythrocyte-Prol	Peak-102527-1
Peak-176023-1	6.47847757361312e-14	0.110270693458012	0.522	0.065	2.16131081724337e-08	Erythrocyte-Prol	Peak-176023-1
Peak-1968-5	6.48892077028255e-14	0.126383057131792	0.609	0.092	2.16479481385704e-08	Erythrocyte-Prol	Peak-1968-5
Peak-65194-1	6.73765846184534e-14	0.135412480308066	0.652	0.111	2.24777719009007e-08	Erythrocyte-Prol	Peak-65194-1
Peak-66789-1	7.02662470457913e-14	0.241797664338965	0.783	0.178	2.34418037419346e-08	Erythrocyte-Prol	Peak-66789-1
Peak-3109-1	7.16264947187699e-14	0.245172927218903	0.783	0.206	2.38956014091077e-08	Erythrocyte-Prol	Peak-3109-1
Peak-31377-1	7.37178492924163e-14	0.100261759884992	0.522	0.062	2.45933065738402e-08	Erythrocyte-Prol	Peak-31377-1
Peak-178067-1	7.70485789802927e-14	0.0851786438036167	0.435	0.04	2.57044846279314e-08	Erythrocyte-Prol	Peak-178067-1
Peak-124567-1	7.70485789802927e-14	0.0577388868490627	0.435	0.04	2.57044846279314e-08	Erythrocyte-Prol	Peak-124567-1
Peak-29220-1	8.07133958425912e-14	0.370596031380352	0.913	0.357	2.69271188406302e-08	Erythrocyte-Prol	Peak-29220-1
